epoch,acc,loss,time,model
1,0.9423,0.061819972431617035,3.2496752738952637,leaky_relu
2,0.9487,0.053841840480926495,3.2471797466278076,leaky_relu
3,0.9519,0.05098857599755214,3.260594129562378,leaky_relu
4,0.9578,0.04551902557360689,3.3471193313598633,leaky_relu
5,0.9608,0.04382329404341881,3.2696750164031982,leaky_relu
6,0.9616,0.04113224859587258,3.2591776847839355,leaky_relu
7,0.9634,0.039234324032479,3.229487895965576,leaky_relu
8,0.965,0.03797853589585943,3.2861876487731934,leaky_relu
9,0.9645,0.03778238425763187,3.2636239528656006,leaky_relu
10,0.9634,0.0380771856354515,3.258392333984375,leaky_relu
0,0.9284,0.0757304129395627,3.2469441890716553,leaky_relu
1,0.9432,0.05785851757674011,3.228461503982544,leaky_relu
2,0.95,0.05083038077728238,3.2478153705596924,leaky_relu
3,0.9555,0.04723232355281537,3.2504308223724365,leaky_relu
4,0.9575,0.04460233925607854,3.251254081726074,leaky_relu
5,0.959,0.04403759278127747,3.225456476211548,leaky_relu
6,0.9609,0.040589190063310514,3.2218425273895264,leaky_relu
7,0.9625,0.03971211751886776,3.342796564102173,leaky_relu
8,0.9638,0.037022088345845444,3.2674591541290283,leaky_relu
9,0.9656,0.03885056416229388,3.247652769088745,leaky_relu
10,0.9648,0.03639039442284968,3.2416603565216064,leaky_relu
0,0.9206,0.08153330995671872,3.229719400405884,leaky_relu
1,0.94,0.06122876364512726,3.334213972091675,leaky_relu
2,0.9461,0.05430765364228944,3.2569658756256104,leaky_relu
3,0.9521,0.04873463537137482,3.228569507598877,leaky_relu
4,0.9541,0.047039111268778154,3.222146987915039,leaky_relu
5,0.9576,0.042916205853232976,3.245072364807129,leaky_relu
6,0.9595,0.04179168306652639,3.2386293411254883,leaky_relu
7,0.9615,0.04120183874356422,3.3084123134613037,leaky_relu
8,0.9606,0.04020220089028141,3.2417550086975098,leaky_relu
9,0.961,0.03893110073405494,3.2323670387268066,leaky_relu
10,0.9616,0.03839213001125027,3.259315013885498,leaky_relu
0,0.9237,0.07746448261003454,3.2553794384002686,leaky_relu
1,0.9435,0.060199924603701445,3.311793804168701,leaky_relu
2,0.9511,0.05138823797097599,3.2563469409942627,leaky_relu
3,0.9557,0.046304563283569536,3.2995593547821045,leaky_relu
4,0.9573,0.044345346052579934,3.269871711730957,leaky_relu
5,0.9587,0.041572524450178165,3.257463216781616,leaky_relu
6,0.9614,0.0412273974356915,3.2402749061584473,leaky_relu
7,0.9618,0.038726526656238755,3.2491207122802734,leaky_relu
8,0.9636,0.0375105510901795,3.35548996925354,leaky_relu
9,0.9637,0.03602968681235036,3.26979398727417,leaky_relu
10,0.9659,0.03547296612170572,3.24885892868042,leaky_relu
